"P_inst (d0=0,d1=0,d2=0,d3=0,d4=0) X","P_inst (d0=0,d1=0,d2=0,d3=0,d4=0) Y","P_inst (d0=0,d1=0,d2=0,d3=0,d4=1) X","P_inst (d0=0,d1=0,d2=0,d3=0,d4=1) Y","P_inst (d0=0,d1=0,d2=0,d3=1,d4=0) X","P_inst (d0=0,d1=0,d2=0,d3=1,d4=0) Y","P_inst (d0=0,d1=0,d2=0,d3=1,d4=1) X","P_inst (d0=0,d1=0,d2=0,d3=1,d4=1) Y","P_inst (d0=0,d1=0,d2=1,d3=0,d4=0) X","P_inst (d0=0,d1=0,d2=1,d3=0,d4=0) Y","P_inst (d0=0,d1=0,d2=1,d3=0,d4=1) X","P_inst (d0=0,d1=0,d2=1,d3=0,d4=1) Y","P_inst (d0=0,d1=0,d2=1,d3=1,d4=0) X","P_inst (d0=0,d1=0,d2=1,d3=1,d4=0) Y","P_inst (d0=0,d1=0,d2=1,d3=1,d4=1) X","P_inst (d0=0,d1=0,d2=1,d3=1,d4=1) Y","P_inst (d0=0,d1=1,d2=0,d3=0,d4=0) X","P_inst (d0=0,d1=1,d2=0,d3=0,d4=0) Y","P_inst (d0=0,d1=1,d2=0,d3=0,d4=1) X","P_inst (d0=0,d1=1,d2=0,d3=0,d4=1) Y","P_inst (d0=0,d1=1,d2=0,d3=1,d4=0) X","P_inst (d0=0,d1=1,d2=0,d3=1,d4=0) Y","P_inst (d0=0,d1=1,d2=0,d3=1,d4=1) X","P_inst (d0=0,d1=1,d2=0,d3=1,d4=1) Y","P_inst (d0=0,d1=1,d2=1,d3=0,d4=0) X","P_inst (d0=0,d1=1,d2=1,d3=0,d4=0) Y","P_inst (d0=0,d1=1,d2=1,d3=0,d4=1) X","P_inst (d0=0,d1=1,d2=1,d3=0,d4=1) Y","P_inst (d0=0,d1=1,d2=1,d3=1,d4=0) X","P_inst (d0=0,d1=1,d2=1,d3=1,d4=0) Y","P_inst (d0=0,d1=1,d2=1,d3=1,d4=1) X","P_inst (d0=0,d1=1,d2=1,d3=1,d4=1) Y","P_inst (d0=1,d1=0,d2=0,d3=0,d4=0) X","P_inst (d0=1,d1=0,d2=0,d3=0,d4=0) Y","P_inst (d0=1,d1=0,d2=0,d3=0,d4=1) X","P_inst (d0=1,d1=0,d2=0,d3=0,d4=1) Y","P_inst (d0=1,d1=0,d2=0,d3=1,d4=0) X","P_inst (d0=1,d1=0,d2=0,d3=1,d4=0) Y","P_inst (d0=1,d1=0,d2=0,d3=1,d4=1) X","P_inst (d0=1,d1=0,d2=0,d3=1,d4=1) Y","P_inst (d0=1,d1=0,d2=1,d3=0,d4=0) X","P_inst (d0=1,d1=0,d2=1,d3=0,d4=0) Y","P_inst (d0=1,d1=0,d2=1,d3=0,d4=1) X","P_inst (d0=1,d1=0,d2=1,d3=0,d4=1) Y","P_inst (d0=1,d1=0,d2=1,d3=1,d4=0) X","P_inst (d0=1,d1=0,d2=1,d3=1,d4=0) Y","P_inst (d0=1,d1=0,d2=1,d3=1,d4=1) X","P_inst (d0=1,d1=0,d2=1,d3=1,d4=1) Y","P_inst (d0=1,d1=1,d2=0,d3=0,d4=0) X","P_inst (d0=1,d1=1,d2=0,d3=0,d4=0) Y","P_inst (d0=1,d1=1,d2=0,d3=0,d4=1) X","P_inst (d0=1,d1=1,d2=0,d3=0,d4=1) Y","P_inst (d0=1,d1=1,d2=0,d3=1,d4=0) X","P_inst (d0=1,d1=1,d2=0,d3=1,d4=0) Y","P_inst (d0=1,d1=1,d2=0,d3=1,d4=1) X","P_inst (d0=1,d1=1,d2=0,d3=1,d4=1) Y","P_inst (d0=1,d1=1,d2=1,d3=0,d4=0) X","P_inst (d0=1,d1=1,d2=1,d3=0,d4=0) Y","P_inst (d0=1,d1=1,d2=1,d3=0,d4=1) X","P_inst (d0=1,d1=1,d2=1,d3=0,d4=1) Y","P_inst (d0=1,d1=1,d2=1,d3=1,d4=0) X","P_inst (d0=1,d1=1,d2=1,d3=1,d4=0) Y","P_inst (d0=1,d1=1,d2=1,d3=1,d4=1) X","P_inst (d0=1,d1=1,d2=1,d3=1,d4=1) Y"
3.682730232575217e-08,-7.991975197482257e-09,2.248488512384999e-08,-5.593539454072209e-08,2.351015055024863e-08,-1.259806311915821e-07,2.22506493613259e-08,1.15908412754342e-07,2.621899135262175e-08,1.238276290800245e-07,2.14969196564265e-08,-1.2063153844676e-07,2.21600363284408e-08,1.240980700986131e-07,2.616846171438248e-08,1.281832649122514e-07,2.620680939988437e-08,1.239459089536536e-07,2.259281269544662e-08,-5.629631391796194e-08,2.215416962807353e-08,1.244772415977419e-07,2.373184219568794e-08,-1.17317100649609e-07,2.351087719003105e-08,-1.259593645132695e-07,2.216918297784982e-08,1.174327067052085e-07,2.215986391518974e-08,1.241090195892555e-07,2.81992777202139e-08,-1.266258756624773e-07,3.02e-08,-1.257229911404812e-07,2.259126928375379e-08,-5.632545792473092e-08,2.215423737837822e-08,1.244728518983967e-07,2.371419003403908e-08,-1.174633887648838e-07,2.215328745163496e-08,1.245345747497585e-07,2.433572629825458e-08,5.406246011780616e-08,2.215992782408861e-08,1.241049507537368e-07,2.618055210092304e-08,1.265480643071436e-07,2.621127998377223e-08,1.238824109062357e-07,2.149150008389424e-08,-5.769166379385139e-08,2.215427725887779e-08,1.244702890402617e-07,2.608529759836723e-08,1.310729399419194e-07,2.351035484440764e-08,-1.259746380152824e-07,2.225025245074248e-08,1.160314180283619e-07,2.215982076761124e-08,1.241117636853342e-07,3.682730232575217e-08,-7.991975223264913e-09
4e-08,6.321108602828098e-09,2.418880704534064e-08,5.391150402455112e-08,2.622265481254377e-08,1.237757375638591e-07,2.371824986288327e-08,-1.175854458173056e-07,3.02e-08,-1.257030939040173e-07,2.220023923687197e-08,1.174126506624693e-07,2.35233792178012e-08,-1.255933832606315e-07,2.818423085719124e-08,-1.299478942369582e-07,3.02e-08,-1.258209199418322e-07,2.439014408201842e-08,5.415510543097142e-08,2.351073497918249e-08,-1.259634325895849e-07,2.668260135820901e-08,1.151843642045736e-07,2.622416018146509e-08,1.237546628001715e-07,2.354049129560503e-08,-1.189784900208355e-07,2.352300717501398e-08,-1.256040652538309e-07,3.02e-08,1.244302109673003e-07,3.025e-08,1.421485792099387e-05,2.438800796219223e-08,5.41764751721505e-08,2.351088105404097e-08,-1.259591461233174e-07,2.664533822082359e-08,1.15327985969142e-07,2.350883607635753e-08,-1.260193847337106e-07,2.726786314912729e-08,-5.602192508705489e-08,2.352314513759693e-08,-1.256000946764584e-07,2.819027605046152e-08,-1.283112530177253e-07,3.02e-08,-1.257575134891401e-07,2.219391605730046e-08,5.397875546282021e-08,2.35109667602769e-08,-1.259566480487362e-07,2.814264879918362e-08,-1.328362407989308e-07,2.622307813611426e-08,1.237697976855899e-07,2.371697785992503e-08,-1.177143901390852e-07,2.352291404442259e-08,-1.256067428096519e-07,4e-08,6.321108642886613e-09
4.0025e-08,9.986932099030576e-06,2.759665088832195e-08,-5.590326094463392e-08,3.02e-08,-1.256512797953561e-07,2.6653450865998e-08,1.154540240440524e-07,3.025e-08,1.421486057379313e-05,2.360687839776292e-08,-1.190264803079351e-07,2.625006499652199e-08,1.233920048094126e-07,3.02e-08,1.277542244916543e-07,3.025e-08,1.421485636832469e-05,2.729507204100921e-08,-5.608563547887771e-08,2.622386568140041e-08,1.237586921574894e-07,3.02e-08,-1.17084612400346e-07,3.02e-08,-1.256302368663687e-07,2.628310793111544e-08,1.167971232344635e-07,2.624929369466246e-08,1.234025880826639e-07,3.025e-08,1.421595507542143e-05,3.029939188217312e-08,1.061842930506039e-05,2.729400398109611e-08,-5.61029982081096e-08,2.622416840536646e-08,1.237544436090388e-07,3.02e-08,-1.172280108174415e-07,2.621993332580269e-08,1.238141358738981e-07,3.02e-08,5.399013009745887e-08,2.624957976461356e-08,1.233986537348941e-07,3.02e-08,1.26116437024722e-07,3.025e-08,1.421485736904625e-05,2.359874800411288e-08,-5.543980565618957e-08,2.622434576307512e-08,1.237519694761914e-07,3.02e-08,1.306409122717157e-07,3.02e-08,-1.256453484516651e-07,2.665042867829014e-08,1.155854182043491e-07,2.624910059804529e-08,1.234052410973885e-07,4.0025e-08,9.986932111537251e-06
4.005611493602193e-08,9.24562231391829e-06,3.02e-08,5.389735177996182e-08,3.025e-08,1.4214861398574e-05,3.02e-08,-1.17356605103968e-07,3.029939188217312e-08,1.061843412921733e-05,2.642015671954483e-08,1.168712496412062e-07,3.02e-08,-1.252681539183807e-07,3.025e-08,1.42159469581393e-05,3.029939188217312e-08,1.061842214337785e-05,3.02e-08,5.402876174160006e-08,3.02e-08,-1.256342592714393e-07,3.025e-08,1.421502760280389e-05,3.025e-08,1.421486173825872e-05,3.02e-08,-1.186839384880051e-07,3.02e-08,-1.252787198029362e-07,3.029945351785562e-08,1.061753531460729e-05,3.034969594108656e-08,5.220607506330905e-06,3.02e-08,5.404258075162224e-08,3.02e-08,-1.256300167206952e-07,3.025e-08,1.421502555360533e-05,3.02e-08,-1.256896157633653e-07,3.025e-08,1.421537899821355e-05,3.02e-08,-1.252747916642766e-07,3.025e-08,1.421595130820782e-05,3.029939188217312e-08,1.061842676734965e-05,2.640841189773773e-08,5.322381976858741e-08,3.02e-08,-1.256275471552528e-07,3.025e-08,1.421594890803599e-05,3.025e-08,1.421486149170373e-05,3.02e-08,-1.174899422878314e-07,3.02e-08,-1.252813685751087e-07,4.005611493602193e-08,9.245622326447106e-06
4.006564092626309e-08,7.555616708922537e-06,3.025e-08,1.42153425575455e-05,3.029939188217312e-08,1.061843795245716e-05,3.025e-08,1.421503905176176e-05,3.034969594108656e-08,5.220603114721459e-06,3.02e-08,-1.18768084177375e-07,3.025e-08,1.421486766074266e-05,3.029966656808927e-08,1.059577692302761e-05,3.034969594108656e-08,5.220614132484079e-06,3.025e-08,1.421545842637758e-05,3.025e-08,1.421486166726626e-05,3.029987715786793e-08,1.05696249840406e-05,3.029939188217312e-08,1.061843952525646e-05,3.025e-08,1.421493691585633e-05,3.025e-08,1.421486748376487e-05,3.034972675892781e-08,5.212921937706405e-06,3.04e-08,8.209932753390993e-06,3.025e-08,1.421547451192095e-05,3.025e-08,1.421486173318728e-05,3.029998156377648e-08,1.055894299360337e-05,3.025e-08,1.421486075798992e-05,3.030039351464172e-08,1.051835725329228e-05,3.025e-08,1.421486754802078e-05,3.029956035779675e-08,1.060661487822092e-05,3.034969594108656e-08,5.220609854183754e-06,3.02e-08,-5.508151280485933e-08,3.025e-08,1.421486177786378e-05,3.029977216368468e-08,1.058477861744438e-05,3.029939188217312e-08,1.061843839516949e-05,3.025e-08,1.421504898632835e-05,3.025e-08,1.421486744008058e-05,4.006564092626951e-08,7.555616718848431e-06
4.007583617475239e-08,3.21858158553645e-06,3.030089656859169e-08,1.046804694566528e-05,3.034969594108656e-08,5.220599577333224e-06,3.030008537997764e-08,1.0548386344723e-05,3.04e-08,8.209937172198664e-06,3.025e-08,1.421500110905272e-05,3.029939188217312e-08,1.061846687918969e-05,3.034983328404464e-08,5.203906709214471e-06,3.04e-08,8.209926170572861e-06,3.030069686218033e-08,1.048755600649973e-05,3.029939188217312e-08,1.061843921890765e-05,3.034993857893396e-08,5.199467683709859e-06,3.034969594108656e-08,5.220598121939965e-06,3.030029134911684e-08,1.052695159271242e-05,3.029939188217312e-08,1.061846605764274e-05,3.04e-08,8.217805694505498e-06,3.040720794532457e-08,-1.50246852717143e-08,3.03007969615927e-08,1.047736254805602e-05,3.029939188217312e-08,1.061843953595417e-05,3.034999078188825e-08,5.195168830626179e-06,3.029939188217312e-08,1.061843511826515e-05,3.04e-08,4.430187873277579e-06,3.029939188217312e-08,1.061846636265089e-05,3.034978017889837e-08,5.208395057271524e-06,3.04e-08,8.20993042081649e-06,3.025e-08,1.421484104311196e-05,3.029939188217312e-08,1.061843972025854e-05,3.034988608184234e-08,5.199687539703106e-06,3.034969594108656e-08,5.220599167473664e-06,3.030018864125133e-08,1.053786986882805e-05,3.029939188217312e-08,1.061846585188774e-05,4.007583617475724e-08,3.218581593146611e-06
4.008323793328753e-08,-2.359628761843277e-06,3.04e-08,4.433821235499702e-06,3.04e-08,8.209940686409414e-06,3.04e-08,4.428895454872247e-06,3.040720794532457e-08,-1.502472678270874e-08,3.030049514850789e-08,1.050636140338054e-05,3.034969594108656e-08,5.220572816097146e-06,3.04e-08,8.227409821647141e-06,3.040720794532457e-08,-1.502473976051065e-08,3.04e-08,4.432774753043627e-06,3.034969594108656e-08,5.220598405107286e-06,3.04e-08,8.232415067687059e-06,3.04e-08,8.209942132404588e-06,3.04e-08,4.43098464269053e-06,3.034969594108656e-08,5.220573576305554e-06,3.040721922924791e-08,-1.507468835485453e-08,3.042078742811376e-08,6.329916863733835e-09,3.04e-08,4.433695834197517e-06,3.034969594108656e-08,5.220598111529648e-06,3.04e-08,8.237004779430206e-06,3.034969594108656e-08,5.220602197318346e-06,3.041045279387814e-08,-2.20526591134294e-08,3.034969594108656e-08,5.220573293958142e-06,3.04e-08,8.222627663797485e-06,3.040720794532457e-08,-1.502470447257885e-08,3.030059626103131e-08,1.04960558662349e-05,3.034969594108656e-08,5.220597941377686e-06,3.04e-08,8.231921202874077e-06,3.04e-08,8.20994109357907e-06,3.04e-08,4.429720314368164e-06,3.034969594108656e-08,5.220573766749154e-06,4.008323793329445e-08,-2.359628758458195e-06
4.009212018575503e-08,-1.171714508762191e-05,3.04105828759742e-08,-2.232819291969399e-08,3.040720794532457e-08,-1.502469763438209e-08,3.041037307660433e-08,-2.186208090139988e-08,3.042078742811376e-08,6.329943561268059e-09,3.04e-08,4.432563259450811e-06,3.04e-08,8.209967273994907e-06,3.040725822904116e-08,-1.515406555517589e-08,3.042078742811376e-08,6.329951732617263e-09,3.041053124487278e-08,-2.222288868013657e-08,3.04e-08,8.209941850948196e-06,3.040729677138085e-08,-1.520597352149871e-08,3.040720794532457e-08,-1.502468582970504e-08,3.041042636572209e-08,-2.197483389601458e-08,3.04e-08,8.209966518640076e-06,3.042082984404542e-08,6.317168859260574e-09,3.043332463926374e-08,-7.986307580962614e-09,3.041055712578213e-08,-2.227848361578093e-08,3.04e-08,8.2099421425863e-06,3.040731587703262e-08,-1.524606864868523e-08,3.04e-08,8.209938083097303e-06,3.042820352464539e-08,1.567201794575445e-08,3.04e-08,8.209966799158682e-06,3.040723878762755e-08,-1.511446451039193e-08,3.042078742811376e-08,6.329929150726005e-09,3.04e-08,4.433440390476588e-06,3.04e-08,8.209942311716535e-06,3.040727755616712e-08,-1.519291942284889e-08,3.040720794532457e-08,-1.50246942492576e-08,3.041039979423008e-08,-2.191964665989434e-08,3.04e-08,8.209966329423447e-06,4.009212018576428e-08,-1.171714508917433e-05
4.009606009287752e-08,-1.542755656179443e-05,3.042865923554343e-08,1.566153619163995e-08,3.042078742811376e-08,6.329924908035211e-09,3.042792545717915e-08,1.565623494602193e-08,3.043332463926374e-08,-7.986324041980343e-09,3.041047908139833e-08,-2.208943729510946e-08,3.040720794532457e-08,-1.502447948545329e-08,3.042097666482371e-08,6.210461716687558e-09,3.043332463926374e-08,-7.986329046730755e-09,3.042847806669966e-08,1.567027418089243e-08,3.040720794532457e-08,-1.502468796181758e-08,3.04211221018657e-08,6.08392173005135e-09,3.042078742811376e-08,6.329917354207246e-09,3.042811123767202e-08,1.565698756837093e-08,3.040720794532457e-08,-1.502448557456766e-08,3.043338196143986e-08,-7.967335833834009e-09,3.045839906156369e-08,6.319599149506207e-09,3.04285688323674e-08,1.566816493505051e-08,3.040720794532457e-08,-1.502468551862254e-08,3.042119432074416e-08,6.029026764744873e-09,3.040720794532457e-08,-1.502471852167619e-08,3.044751394926535e-08,-1.734233163377427e-08,3.040720794532457e-08,-1.502448327598553e-08,3.04209034315899e-08,6.264123557473369e-09,3.043332463926374e-08,-7.986315144808608e-09,3.041050523089008e-08,-2.214571956236722e-08,3.040720794532457e-08,-1.502468424816477e-08,3.042104955239613e-08,6.155806336670554e-09,3.042078742811376e-08,6.32992274202797e-09,3.042801855125332e-08,1.565763323950261e-08,3.040720794532457e-08,-1.502448711587184e-08,4.009606009288214e-08,-1.542755655774896e-05
4.01e-08,-1.883034838297964e-05,3.044813796514721e-08,-1.733376960639765e-08,3.043332463926374e-08,-7.986312558759759e-09,3.044713258089037e-08,-1.732949169517858e-08,3.045839906156369e-08,6.31961213589157e-09,3.042829542009124e-08,1.565764310503342e-08,3.042078742811376e-08,6.329785316548783e-09,3.043358030060695e-08,-7.86206938018488e-09,3.045839906156369e-08,6.31961603404648e-09,3.044789003205406e-08,-1.734102340960929e-08,3.042078742811376e-08,6.329918718511356e-09,3.043377665091725e-08,-7.743469238530719e-09,3.043332463926374e-08,-7.986307908236833e-09,3.044738742931278e-08,-1.733105009493538e-08,3.042078742811376e-08,6.329789212674691e-09,3.045848619622873e-08,6.298366761139298e-09,3.05085479061636e-08,-7.991355234520354e-09,3.044801427052861e-08,-1.733917290085617e-08,3.042078742811376e-08,6.329917154744878e-09,3.043387410773763e-08,-7.688979882958546e-09,3.042078742811376e-08,6.329938273862414e-09,3.048613479850527e-08,1.566956107788608e-08,3.042078742811376e-08,6.329787742089292e-09,3.043348138559313e-08,-7.915021249295395e-09,3.045839906156369e-08,6.319605099042176e-09,3.042838693165013e-08,1.565666854667267e-08,3.042078742811376e-08,6.329916341879546e-09,3.043367871878037e-08,-7.808247439082344e-09,3.043332463926374e-08,-7.986311225352023e-09,3.044726031058473e-08,-1.733109533028828e-08,3.042078742811376e-08,6.329790199334922e-09,4.01e-08,-1.883034837562577e-05
4.010218598380249e-08,-2.011707072133928e-05,3.048709542435476e-08,1.566171086383078e-08,3.045839906156369e-08,6.319603103228176e-09,3.04855468283128e-08,1.56579903113145e-08,3.05085479061636e-08,-7.991366765291514e-09,3.044763988220288e-08,-1.733193956776304e-08,3.043332463926374e-08,-7.986226627741261e-09,3.045878757217343e-08,6.193081727004578e-09,3.05085479061636e-08,-7.991370221029289e-09,3.048671396276288e-08,1.566830592559161e-08,3.043332463926374e-08,-7.986308748390855e-09,3.045908574902037e-08,6.076693980015137e-09,3.045839906156369e-08,6.319599445250442e-09,3.048593981259429e-08,1.565978409505427e-08,3.043332463926374e-08,-7.986229026212968e-09,3.050869466580648e-08,-7.969183378522001e-09,3.060884559536342e-08,6.320821536671342e-09,3.048690514685103e-08,1.56665202268443e-08,3.043332463926374e-08,-7.986307785609162e-09,3.045923368172456e-08,6.02210238935175e-09,3.043332463926374e-08,-7.986320786598269e-09,3.056337649698511e-08,-1.733991369586947e-08,3.043332463926374e-08,-7.98622812128464e-09,3.045863729359959e-08,6.246044499484448e-09,3.05085479061636e-08,-7.99136051523028e-09,3.044776523947757e-08,-1.733120302008361e-08,3.043332463926374e-08,-7.986307285251892e-09,3.045893705154884e-08,6.139294309597429e-09,3.045839906156369e-08,6.319602054520806e-09,3.048574382924755e-08,1.565963406915225e-08,3.043332463926374e-08,-7.986229633600642e-09,4.010218598380395e-08,-2.011707071487436e-05
4.010655795140747e-08,-2.236678162797671e-05,3.056501034276986e-08,-1.733219337782279e-08,3.05085479061636e-08,-7.991358747868051e-09,3.056237532315768e-08,-1.732892909962016e-08,3.060884559536342e-08,6.320832414466487e-09,3.048632880642618e-08,1.566068840623604e-08,3.045839906156369e-08,6.31953551362619e-09,3.050920211530638e-08,-7.863924570643143e-09,3.060884559536342e-08,6.320835651442724e-09,3.056436182418051e-08,-1.733866317395356e-08,3.045839906156369e-08,6.319600106199761e-09,3.05097039452266e-08,-7.748499434182977e-09,3.05085479061636e-08,-7.991355501066887e-09,3.056304457915732e-08,-1.733081301910894e-08,3.045839906156369e-08,6.319537400248651e-09,3.060911160496197e-08,6.298231640883772e-09,3.080944097376305e-08,-7.991843607378669e-09,3.056468689949588e-08,-1.733689895231712e-08,3.045839906156369e-08,6.319599348828057e-09,3.050995282969843e-08,-7.693881099504727e-09,3.045839906156369e-08,6.31960957473394e-09,3.07178598939448e-08,1.566835958072349e-08,3.045839906156369e-08,6.319536688472362e-09,3.050894910961252e-08,-7.916875138849744e-09,3.060884559536342e-08,6.320826510178716e-09,3.048652185513245e-08,1.566001292587932e-08,3.045839906156369e-08,6.319598955422054e-09,3.050945371708579e-08,-7.810168017781318e-09,3.05085479061636e-08,-7.991357817083518e-09,3.056271086657319e-08,-1.733058316908283e-08,3.045839906156369e-08,6.319537878117592e-09,4.010655795141184e-08,-2.236678162347558e-05
4.01105527891951e-08,-2.4323947490155e-05,3.072084017960006e-08,1.566087975545519e-08,3.060884559536342e-08,6.320824863341227e-09,3.071603231284742e-08,1.565763403858908e-08,3.080944097376305e-08,-7.991854161233697e-09,3.056370665487277e-08,-1.733170897825631e-08,3.05085479061636e-08,-7.991298756048919e-09,3.061003120157229e-08,6.192992062093736e-09,3.080944097376305e-08,-7.991857310761859e-09,3.071965754701577e-08,1.566712401839647e-08,3.05085479061636e-08,-7.991356087770862e-09,3.061094033763906e-08,6.078005643873862e-09,3.060884559536342e-08,6.320821805392955e-09,3.071725411228339e-08,1.56595710917522e-08,3.05085479061636e-08,-7.991300430708605e-09,3.080994548327295e-08,-7.969043207550108e-09,3.121063173056233e-08,6.321043521932887e-09,3.072025040478557e-08,1.566537524292983e-08,3.05085479061636e-08,-7.991355415512508e-09,3.061139112564617e-08,6.023378588096665e-09,3.05085479061636e-08,-7.991364491989954e-09,3.102682668786416e-08,-1.733932348013095e-08,3.05085479061636e-08,-7.991299798932181e-09,3.060957274163837e-08,6.245933444850806e-09,3.080944097376305e-08,-7.99184843593409e-09,3.056403508644221e-08,-1.733104808099419e-08,3.05085479061636e-08,-7.99135506631896e-09,3.061048704815967e-08,6.139253015134244e-09,3.060884559536342e-08,6.320823986699568e-09,3.071664494122447e-08,1.565929860289602e-08,3.05085479061636e-08,-7.991300854847812e-09,4.011055278920044e-08,-2.432394748632901e-05
4.011418973995472e-08,-2.601123341148276e-05,3.103249985326047e-08,-1.733177781061738e-08,3.080944097376305e-08,-7.991846830137368e-09,3.102334629222691e-08,-1.732874210488531e-08,3.121063173056233e-08,6.321053929325792e-09,3.071846235176595e-08,1.566047434489576e-08,3.060884559536342e-08,6.320768361888517e-09,3.081168937410411e-08,-7.863807833739366e-09,3.121063173056233e-08,6.321057018889447e-09,3.103024899268629e-08,-1.733808123581438e-08,3.060884559536342e-08,6.320822357943207e-09,3.081341312246399e-08,-7.749034970932124e-09,3.080944097376305e-08,-7.991843861302796e-09,3.102567317853551e-08,-1.733069359848453e-08,3.060884559536342e-08,6.320769939155444e-09,3.121161323989491e-08,6.29815099555795e-09,3.170531586528116e-08,-7.991971515267675e-09,3.103137741536495e-08,-1.733633425323014e-08,3.060884559536342e-08,6.320821724810028e-09,3.081426771754164e-08,-7.694401398952056e-09,3.060884559536342e-08,6.320830273102243e-09,3.164476027570289e-08,1.566806741079656e-08,3.060884559536342e-08,6.320769344143672e-09,3.081082000569008e-08,-7.916747314399962e-09,3.121063173056233e-08,6.32104827774399e-09,3.071906154906173e-08,1.565983109412186e-08,3.060884559536342e-08,6.320821395959458e-09,3.081255371030745e-08,-7.810074862087772e-09,3.080944097376305e-08,-7.991845979088669e-09,3.102451309052703e-08,-1.733040576584973e-08,3.060884559536342e-08,6.32077033862478e-09,4.011418973996065e-08,-2.601123340847544e-05
4.011814490655049e-08,-2.792855997848394e-05,3.165581920058129e-08,1.566067245818558e-08,3.121063173056233e-08,6.321046708681553e-09,3.163797425098589e-08,1.565753880246049e-08,3.170531586528116e-08,-7.991981791050449e-09,3.102797374555232e-08,-1.733158843779512e-08,3.080944097376305e-08,-7.991791975105777e-09,3.121500571916774e-08,6.192923029356988e-09,3.170531586528116e-08,-7.991984853451473e-09,3.165143188402733e-08,1.566683566747616e-08,3.080944097376305e-08,-7.991844397797923e-09,3.121835869211383e-08,6.078251186649491e-09,3.121063173056233e-08,6.321043784581007e-09,3.164251131103977e-08,1.565950869934221e-08,3.080944097376305e-08,-7.991793506436304e-09,3.170580661994745e-08,-7.968992177924378e-09,3.22e-08,6.321154236695163e-09,3.165363143652371e-08,1.566509523344211e-08,3.080944097376305e-08,-7.991843783133358e-09,3.122002090133258e-08,6.023616967729662e-09,3.080944097376305e-08,-7.991852082363157e-09,3.22e-08,-1.733911968474365e-08,3.080944097376305e-08,-7.991792928765336e-09,3.12133145337935e-08,6.245858909986739e-09,3.170531586528116e-08,-7.991976215137786e-09,3.102911447430076e-08,-1.73309425750715e-08,3.080944097376305e-08,-7.991843463862871e-09,3.1216687034603e-08,6.13919550102068e-09,3.121063173056233e-08,6.321045870441141e-09,3.164024938913214e-08,1.565920798228777e-08,3.080944097376305e-08,-7.991793894255006e-09,4.011814490655726e-08,-2.792855997619118e-05
4.012189042470623e-08,-2.979158518083158e-05,3.22e-08,-1.733163052817867e-08,3.170531586528116e-08,-7.991974655322175e-09,3.22e-08,-1.732867562055241e-08,3.22e-08,6.3211643983782e-09,3.164699653312505e-08,1.566041127910991e-08,3.121063173056233e-08,6.320992680636194e-09,3.170750285958387e-08,-7.863763603338085e-09,3.22e-08,6.321167410941163e-09,3.22e-08,-1.733787815637376e-08,3.121063173056233e-08,6.321044312961059e-09,3.170917934605692e-08,-7.749178095540879e-09,3.170531586528116e-08,-7.991971765605622e-09,3.22e-08,-1.733064936826356e-08,3.121063173056233e-08,6.320994188862747e-09,3.22e-08,6.298103534154275e-09,3.2225e-08,2.517450360279467e-07,3.22e-08,-1.733613638415301e-08,3.121063173056233e-08,6.321043707557895e-09,3.171001045066629e-08,-7.694540528339441e-09,3.121063173056233e-08,6.321051881599263e-09,3.2225e-08,-2.49595127101836e-06,3.121063173056233e-08,6.320993619929748e-09,3.170665726689675e-08,-7.916699858932143e-09,3.22e-08,6.321158878780499e-09,3.164922032477883e-08,1.565977530138911e-08,3.121063173056233e-08,6.32104339310789e-09,3.17083435173015e-08,-7.810037446084587e-09,3.170531586528116e-08,-7.991973826975129e-09,3.22e-08,-1.733034223342913e-08,3.121063173056233e-08,6.320994570867619e-09,4.012189042471598e-08,-2.979158518077924e-05
4.012591001413886e-08,-3.186920516767086e-05,3.222115792326947e-08,-3.732247356433007e-06,3.22e-08,6.3211573503503e-09,3.2225e-08,-1.752221875061594e-06,3.2225e-08,1.009487207396426e-06,3.22e-08,-1.733154341287073e-08,3.170531586528116e-08,-7.991921262324174e-09,3.22e-08,6.192881443472861e-09,3.2225e-08,5.043257500986495e-07,3.2225e-08,-3.23635988404524e-06,3.170531586528116e-08,-7.991972287811642e-09,3.22e-08,6.078376601738613e-09,3.22e-08,6.321154496169636e-09,3.2225e-08,-2.248420178390604e-06,3.170531586528116e-08,-7.991922752839646e-09,3.2225e-08,-2.53415382625288e-07,3.225611493602193e-08,2.537392110472613e-07,3.222113464467053e-08,-3.485932933165237e-06,3.170531586528116e-08,-7.991971689530291e-09,3.22e-08,6.023739081387946e-09,3.170531586528116e-08,-7.991979767541069e-09,3.225674592493765e-08,-2.428283841906572e-06,3.170531586528116e-08,-7.991922190580571e-09,3.22e-08,6.245814534631489e-09,3.2225e-08,7.569064861403234e-07,3.22e-08,-1.733090246125528e-08,3.170531586528116e-08,-7.991971378763803e-09,3.22e-08,6.139159912208285e-09,3.22e-08,6.321156532171043e-09,3.2225e-08,-2.000513722134205e-06,3.170531586528116e-08,-7.991923130330632e-09,4.012591001414215e-08,-3.186920516475495e-05
